,text,dir,blog,keywords
280,in kleinen gruppen kochten sie ihre suppen sie verdrängten das wissen sie am ende allein löffeln zu müssen gedicht in kleinen gruppen in kleinen gruppen sehr gerne würde ich schokokeksessend und krümelnderweise die verängstigten mienen der teilnehmer studieren während der redaktionsleiter sich wie immer daneben benimmt möglicherweise überkäme mich auch spontan die lust ihm mal ordentlich den marsch zu blasen meine solidarität gilt nach wie vor der praktikantin allerdings bin ich in jahren wahrscheinlich schon tot ihre frau kalina weiterlesen es kommt der tag da muss der presslufthammer hämmern weiterlesen nachts wachte sie wie meistens auf sie ging durch die wohnung auf der suche nach einem grund zum schlafen eher zufällig fiel ihr blick auf einen vergessenen presslufthammer in der ecke sie warf ihn an und begann erst mal mit den kleineren sachen als beistelltischen und kleinere wandregale säuberlich zerlegt waren nahm sie sich die größeren sachen vor richtig spass machten aber dann die mauern vor allem als dann die decke runterkrachte am ende sass sie auf einem schutthaufen ungefähr so groß wie die zeitspanne ihre lebens abzüglich der zeit die sie geschlafen hatte sie rauchte zehn zigaretten hintereinander und blies den rauch in den himmel wo er sich mit den vorbeiziehenden schäfchenwolken vereinigte danach gab sie das rauchen auf und zog ein lied auf den lippen in die welt hinaus weiterlesen weiterlesen während sie leise summend am herd stand und ein schmackhaftes sowie auch nahrhaftes und optisch ansprechendes mittagessen zubereitete trugen einige schlecht bezahlte und durchschnittlich aussehende maurer mit presslufthämmern die wände um sie herum ab aus dem entstehenden staub rührte sie eine sämige sauce als alles getan war standen sie auf freiem feld nur der herd und sie ein zarter wind wehte ihr eine locke aus der stirn und sie rief mit glockenklarer stimme kinder das essen ist fertig die kinder existierten selbstverständlich nur in ihrer fantasie so dass sie das essen den maurern hinterher warf weiterlesen weiterlesen beim jährlichen treffen der rinnsteinpoeten war wieder mächtig was los man kann sich nicht vorstellen wie sie wetteiferten sich ereiferten geiferten und mit allen erdenklichen mitteln um die gunst des publikums warben das publikum selbst hatte sich allerdings vor der grossbildleinwand versammelt und schaute mit gebannter miene das endspiel der synchronschwimmerweltmeisterschaft da hätten sie auch gleich unter sich in radevormalde bleiben können weiterlesen weiterlesen vor den falschen türen stehen wir und frieren gehen oder bleiben lachen dringt durch beschlagene scheiben wind und regen im gesicht hören wir es nicht hingewand zu rinnsteingestalten ziehen wir weiter tragen die alten koffer von dannen ziellos zwischen suchen und bangen weiterlesen,425,3606,"['sie', 'weiterlesen', 'und', 'die', 'der', 'gruppen', 'in', 'den', 'sich', 'vor']"
281,sie schwor sich nie wieder nur so zum spass die ganze tapete von den wänden zu knibbeln denn dieses gezicke ihrer maniküreassistentinnen würde sie nicht noch einmal aushalten dann war ihr das sonore brummen ihrer jungen gutaussehenden masseure schon lieber,426,3606,"['ihrer', 'sonore', 'schwor', 'masseure', 'maniküreassistentinnen', 'knibbeln', 'gezicke', 'brummen', 'tapete', 'wänden']"
282,das leben ist eine baustelle sagte der maurer und haute seiner alten eine rein dann schickte er sie seine kotze vom boden wischen er wusste zu dem zeitpunkt noch nicht daß seine alte seit einiger zeit einen vormittagskurs für einhandsegeln besuchte deshalb verstand er am nächsten morgen nicht daß sie weg war seine kotze aber immer noch den boden bedeckte nie hätte unser tapferer handwerker geglaubt die alte jemals wieder zusehen ein paar tage vielleicht waren es auch jahre später sah er sie beim zappen in einer talkshow der gesprächsmeister fragte sie gerade wie sie auf die idee der teilnahme am einhandweltumsegelungswettbewerb gekommen sei sie kotzte ihm vor die füße und sagte wisch das weg ,427,3606,"['kotze', 'seine', 'daß', 'sie', 'alte', 'boden', 'er', 'sagte', 'weg', 'wischen']"
283,allein nun muss ich wieder wandern zurückgelassen all die anderen an warmen orten im lichterschein dort sitzen sie ich bin allein allein nun,428,3606,"['allein', 'warmen', 'lichterschein', 'zurückgelassen', 'nun', 'orten', 'wandern', 'sitzen', 'all', 'anderen']"
284,wie honig floss der sonnenuntergang wie honig floss mein herz ich sang oh schenk mir diese eine nacht da hast du dich fast tot gelacht bist schenkelklopfend abgehauen selten dämlich sind die frauen wie honig floss,429,3606,"['floss', 'honig', 'wie', 'schenkelklopfend', 'abgehauen', 'selten', 'frauen', 'dämlich', 'sonnenuntergang', 'schenk']"
285,wo lavaströme im meer erstarren wo blitze zwischen wolken verharren wo liebe im herzen funken sprüht wo golden der mond an himmeln steht dort habe ich gefunden salz für meine wunden wo lavaströme im meer erstarren,430,3606,"['wo', 'lavaströme', 'erstarren', 'meer', 'sprüht', 'himmeln', 'golden', 'funken', 'im', 'salz']"
286,annettes welt ein härnchen eilt vorbei geschwind ich frag wohin des wegs mein kind mich gibt es nicht drum muss ich fort ein ö zu suchen am anderen ort das tausch ich ein gegen das ä dann kann ich bleiben ihr seht mich täglich dann durch eure scheiben weiterlesen schmerz komm her ich will dich sehen lass uns gemeinsam ein stück gehen ich wil dich gerne kennenlernen und mich in liebe dann von dir entfernen dann komm oh trauer komm ganz nah ran ich umarme dich ganz feste dann ich will dich spüren tief im herzen und dann darfst du gehen in liebe mit den schmerzen nun endlich ist es wieder mal soweit abends wird es früher dunkel die ersten nikoläuse im supermarktregal das ist die zeit für den lesesalon mittlerweile in konstanter besetzung freitag h auf der roten couch es haben sich angekündigt andrea liest vielleicht günni bringt wieder eigenproduktionen thuti gibt das publikum caroline wer weiss kurt liest tell bringt gedichte von tell mit martin liest wahrscheinlich eine eigene kurzgeschichte annette liest aus der fraukalina gedichtsammlung ausgewählte werke natürlich kann man gern auch ohne daraus lesen zu wollen empfehlenswerte bücher mitbringen und rumzeigen also dann ich schüttel schon mal die couchkissen auf und freu mich auf euch eure fraukalina er sagte bitte lass mich schwören sie verglich die preise der koniferen er sagte es ist nie zu spät sie sagte es ist zeit dass einer von uns geht weiterlesen der gerüstbauer ganz oben steht leise spricht er ein gebet dann tritt er mutig auf die planken im wind ergibt sich leichtes wanken nu junge geh mal weiter tönt s von den kollegen heiter oder hast du angst zu fallen er hört von fern ein lachen schallen die knie wie pudding geht er weiter endlich ist er an der leiter nun der abstieg kann beginnen stilles hoffen um gelingen unten endlich steht er aufrecht dieser job passt zu ihm nicht weiterlesen kreisch männer machen kinder ohne hirn und herz lehrer zeigen filme von sehr grossem schmerz mütter beissen in die wände wandern aus in ferne länder oder fallen einfach um ein bienchen fliegt vorbei sum sum sum weiterlesen fremde kulturen die uns zu denken geben das japanische ehepaar streckte sich gegenseitig die zunge raus während der rest der familie origami machte oder sich dem glücksspiel hingab solche zustände wären hier natürlich undenkbar denkbar denk weiterlesen ,431,3606,"['liest', 'sum', 'er', 'dann', 'ich', 'weiterlesen', 'komm', 'die', 'dich', 'sagte']"
287,stiernackig über den tisch gebeugt verschlang er mehrere stückchen sahnetorte im garten tummelten sich unter lautem gekreische mehrere härnchen und hörnchen als er segelohrig den kopf zur küchenzeile wandte und mit einiger genugtuung seiner polnischen reinemachefrau zusah die mit der zahnbürste den schmodder aus den ritzen kratzte dachte er noch sein leben sei völlig in ordnung ,432,3606,"['mehrere', 'den', 'er', 'zusah', 'zahnbürste', 'verschlang', 'tummelten', 'stiernackig', 'segelohrig', 'schmodder']"
288,behält zumindest einen geraden rücken aus den gesammelten fernöstlichen weisheiten von lin ka ,433,3606,"['zumindest', 'geraden', 'behält', 'rücken', 'weisheiten', 'ka', 'gesammelten', 'fernöstlichen', 'lin', 'einen']"
289,der esel geht immer weiter das stimmt heiter,434,3606,"['stimmt', 'heiter', 'esel', 'weiter', 'geht', 'immer', 'das', 'der']"
290,morgens wars die sonn schien bleich ich drehte runden um den teich da schlug ich hin o backe schuld daran war schwanenkacke mitten auf den weg geschissen hats mich aus der bahn gerissen morgens wars ,435,3606,"['wars', 'morgens', 'teich', 'schwanenkacke', 'geschissen', 'bleich', 'bahn', 'daran', 'gerissen', 'backe']"
291,jeder hügel der erklommen jeder fluß welcher durchschwommen jeder abend jedes jahr spricht vom leben wunderbar gedicht jeder hügel der erklommen jeder hügel der erklommen,436,3606,"['jeder', 'hügel', 'erklommen', 'durchschwommen', 'fluß', 'welcher', 'jedes', 'wunderbar', 'der', 'spricht']"
292,archiv für den monat august gedicht zum bach ging ich das fliessen zu vernehmen doch was ich fand war nur mein tiefes sehnen zum fluss lief ich die tiefe zu erfühlen doch was ich fand war meines herzens zehren zur kirche wandte ich mich dann zu hören gottes stimme doch was ich fand war chaos meiner sinne erschöpft nun ging mein blick zum grab mich sehnend nach der stille da schaute ich ganz kurz des lebens licht und fülle stiefmütterchen gedicht einst traf ich einen jammerlappen er kam des wegs mit seinem knappen der knappe der war nicht von pappe der andere hielt nie die klappe ich warf nach ihm mit einem schlappen da musste ich euro strafe berappen die wurden einkassiert von dem knappen später sah ich die ganzen atrappen von diversen jammerlappen in völlig ausgelatschten schlappen vielleicht sollte ich weniger zappen mund gedicht sie wollte singen doch das lied kam stück für stück in ihren mund zurück hiiilfe mir fällt nichts mehr ein ende aus finito die große leere in der trüben brühe meines kopfinneren findet sich auch nicht das klitzekleinste wörtchen mehr nur schwarze löcher triviale alltagssorgen nölige schlechtwettergedanken ganz ohne witz und poesie und vor allem kein mitteilungsdrang nix niente aus und vorbei ihr könnt mir vielleicht über diese klippe helfen schickt mir wörter themen wortgruppen vielleicht kann ich daraus noch was stricken es dankt euch eure leere hülle frau kalina hier noch eine meiner letzten reserven bevor der vorhang fällt belchen gedicht vom traum noch süß umhüllt beschmiegen wir das kissen als häßlich eine glocke schrillt so wird man in den tag gerissen die augen vom traumesglanz geblendet blinzeln fragend in die welt noch unbefleckt von unverlangten bildern das tun noch von gedanken nicht verstellt,437,3606,"['ich', 'jammerlappen', 'fand', 'leere', 'knappen', 'noch', 'schlappen', 'die', 'fällt', 'vielleicht']"
293,versendet unter strengem blick ein paar worte kein zurück auf welchen boden fällt der samen wer kennt im voraus schon die namen es werden immer fragen sein ist der gedanke noch so klein gedicht versendet unter strengem blick,438,3606,"['versendet', 'strengem', 'blick', 'unter', 'gedanke', 'voraus', 'samen', 'welchen', 'kennt', 'fällt']"
294,die wichtigkeit die treibt uns um dabei ist die menscheit nicht mehr als ein fliegenschiss im universum die wichtigkeit ,439,3606,"['wichtigkeit', 'universum', 'menscheit', 'fliegenschiss', 'die', 'treibt', 'dabei', 'uns', 'mehr', 'um']"
295,sehr dumpf fühlt sich der strumpf am heutigen tage es ist eine plage in stinkenden schuhen für immer zu ruhen sehr dumpf,440,3606,"['dumpf', 'strumpf', 'schuhen', 'ruhen', 'stinkenden', 'plage', 'sehr', 'heutigen', 'fühlt', 'tage']"
296,an mauern der häuser und hinter gardinen da sitzen die menschen und müssen es sühnen den fortgang vom anfang am ende in ihnen sie wandern im kreise zu fuß in ruinen an mauern der häuser,441,3606,"['häuser', 'mauern', 'sühnen', 'ruinen', 'fortgang', 'gardinen', 'kreise', 'fuß', 'ihnen', 'anfang']"
297,auf leisen sohlen kommt er daher ganz unverhohlen verlangt er nach dir und liegst du danieder wird er verweilen spreizt sein gefieder er könnte dich heilen lass ihn gewähren er wird dich verzehren du warst von anfang an sein gedicht auf leisen sohlen kommt er daher,442,3606,"['er', 'leisen', 'sohlen', 'daher', 'dich', 'kommt', 'verzehren', 'verlangt', 'unverhohlen', 'spreizt']"
298,archiv für den monat juli gedicht wär ich ein mensch mit ziel und sinn kraftvoll trügen mich meine schritte dahin und wär ich ein geist erhaben und rein erwartungsfroh würd ich und hoffnungsvoll sein und wär ich ein herz mit kräftigem schlag lieben würd ich die ganze nacht und den ganzen tag gewitterwolken gedicht wenn die nacht den tag verführt sommerschwüle sonnenuntergang gedicht die zivilisation kennen wir schon doch nachts weinen wir still in unsere kissen weil wir nicht wissen wie wir leben müssen weiterlesen lebkuchenherzen gedicht sehnsüchte im herbst geruchsarm entsorgt csd gedicht der kleine blockflötenchor kommt mir heute komisch vor manche von den götterfunken scheinen irgendwie ertrunken wind zerzaust das haar der spieler zerstreut die wundersamen lieder schrill und schräg mensch und gesang währt lange noch im ohr der klang,443,3606,"['wär', 'und', 'wir', 'gedicht', 'würd', 'ich', 'mensch', 'den', 'lebkuchenherzen', 'csd']"
299,es war an einem sommertag ein hörnchen in der sonne lag entspannt so räkelt es die glieder doch aua leider zwickt das mieder hinfort hinfort du dummes ding so schrie es auf und fing an sich es vom leib zu ziehn lag glücklich in der sonn forthin,444,3606,"['hinfort', 'lag', 'es', 'zwickt', 'sommertag', 'räkelt', 'mieder', 'glieder', 'forthin', 'dummes']"
300,eins sag ich dir das ist mal klar denn dieses mal auf jeden fall das schwör ich hoch und heilig ganz bestimmt und felsenfest pro werd höchstwahrscheinlich ziemlich sicher wenn nichts dazwischenkommt möglicherweise vielleicht eventuell beim nächsten mal ,446,3606,"['mal', 'höchstwahrscheinlich', 'heilig', 'felsenfest', 'dazwischenkommt', 'schwör', 'pro', 'ziemlich', 'möglicherweise', 'bestimmt']"
301,schwül tropfen die gedanken schlaflose laken mit traumresten getränkt drücken falten in sehnsuchtsvolle haut wärest du mein kühler windhauch würdest meine laken glätten würdest ungeweinte tränen trinken aus augen die wie sterne funkeln,447,3606,"['würdest', 'laken', 'wärest', 'windhauch', 'ungeweinte', 'traumresten', 'sehnsuchtsvolle', 'schwül', 'schlaflose', 'kühler']"
302,ich habe vor drei tagen das denken eingestellt jetzt fühl ich mich viel besser hier auf dieser welt weiss gar nicht mehr wie klagen wie leiden vor sich geht habe auch nicht viel zu sagen ein schweigen nun entsteht und in dieser stille da wird mir ganz leicht da spür ich gottes wille der sagt mir du es reicht halt endlich mal die klappe und die gedanken ein dann hast du gute chancen ein froher mensch zu sein,448,3606,"['dieser', 'habe', 'wille', 'froher', 'entsteht', 'eingestellt', 'chancen', 'viel', 'spür', 'gottes']"
303,nimmt seinen weg aus einem raum der stille aus den gesammelten fernöstlichen weisheiten von lin ka ,449,3606,"['stille', 'aus', 'raum', 'nimmt', 'weisheiten', 'ka', 'gesammelten', 'fernöstlichen', 'lin', 'seinen']"
304,besenrein leben sein immer fein ganz schön klein hosenbein du du nein gedicht besenrein besenrein weiterlesen verletzt im hier und jetzt erklingt von weit mein kinderweinen durch raum und zeit weiterlesen weiterlesen das publikum torchance für die favoriten alle blicke gleichwärts sehen fahnen über köpfen wehen stoßgebet die hände falten atemlos die luft anhalten münder offen großes hoffen aus allen kehlen sich entringt laut und kurz in lüften schwingt ein schrei doch leider knapp vorbei weiterlesen weiterlesen aus den gesammelten fernöstlichen weisheiten von lin ka weiterlesen tor ein männchen hüpft ein mänchen springt ein andres mit den händen ringt ein ball der rollt ein trainer grollt ein eigentor ist ungewollt weiterlesen weiterlesen,454,3606,"['weiterlesen', 'besenrein', 'ein', 'ungewollt', 'trainer', 'torchance', 'stoßgebet', 'schwingt', 'ringt', 'mänchen']"
305,traumtanzend in die zukunft sehn lachend mit dem wind vergehn immer da immer fort wellengischt zerstäubt den ort niemals zu sehn gleichwohl aufrecht weiter gehn traumtanzend,455,3606,"['traumtanzend', 'sehn', 'zerstäubt', 'wellengischt', 'lachend', 'gleichwohl', 'vergehn', 'zukunft', 'aufrecht', 'immer']"
306,die meisten menschen verstehn sich gern als individuum doch dieser wunsch ist heute ausser kraft als einzelner interessiert uns höchstens noch der mann mit ballkontakt und wer die meisten tore schafft der rest der welt ist eine große welle mit bunten fahnen reich geschmückt im gleichtakt münder rufe formen ist auf dem rasen was geglückt die menschen unterscheiden sich allein durch farben von fahnen und trikot ist ihre mannschaft raus leiden alle die gleiche not was religion und gebete nicht vermochten der fußball hat den einzelnen ins ganze eingeflochten,456,3606,"['meisten', 'fahnen', 'ist', 'menschen', 'vermochten', 'unterscheiden', 'trikot', 'tore', 'mannschaft', 'individuum']"
307,der esel sprach zum zuckerschwein ei willst du mein feinsliebchen sein da sprach das zuckerschwein zum esel machs dir doch selber blöder schnösel inspieriert von liebesgedicht aus zwiegespräche eines macho von karl scharpf ,457,3606,"['zuckerschwein', 'esel', 'sprach', 'zwiegespräche', 'macho', 'liebesgedicht', 'inspieriert', 'feinsliebchen', 'blöder', 'machs']"
308,tief unten auf dem meeresgrund ein fisch einst eine jungfrau fand trug haar verwebt mit algen die hände himmelwärts gefaltet mit jeder woge emporgezogen ein schwebend gebet gesandt an götter die sie im leben nicht fand,458,3606,"['fand', 'woge', 'verwebt', 'schwebend', 'meeresgrund', 'jungfrau', 'himmelwärts', 'götter', 'gesandt', 'emporgezogen']"
309,beruht auf einer inneren ordnung lerne zu verstehen dann kannst du mit ihr gehn aus den gesammelten fernöstlichen weisheiten von lin ka ,459,3606,"['lerne', 'inneren', 'beruht', 'verstehen', 'ordnung', 'kannst', 'gehn', 'weisheiten', 'ka', 'gesammelten']"
310,archiv für den monat mai gedicht wenn der blick durchs geputzte fenster über sorgfältig arrangierte blumenkästen richtung garten schweift dann werf ich mit stolz mein onduliertes haar nach hinten denn dann weiss ich dass ich es geschafft habe treppe gedicht geh den weg den weg gehen geh weg weg weg dein weg weg weg lila blume gedicht kieloben durch den tag getrieben bis eine seerose sich in meinem haar verfing clogs gedicht hängt wäsche auf leinen fröstelt im mairegen wieder einmal vergessen worden ohne titel gedicht im aldiregal er lacht mich an doch mir ists egal auch die aqua schuhe die laß ich in ruhe weder spielzeug noch essen können meine laune verbessern werft fische ins meer schickt die kuh auf die weide ich will nichts mehr essen ausser getreide,461,3606,"['weg', 'gedicht', 'haar', 'essen', 'ich', 'geh', 'den', 'verfing', 'treppe', 'seerose']"
311,ich hätte dich so gern vermisst ich hätte mich gern gefragt was du gerne isst ich hätte dir gern etwas mitgebracht ich hätte gern über deine späße gelacht ich hätte gern dein leeres glas weggeräumt ich hätte gern in der nacht von dir geträumt ich hätte dich sehr gern berührt ich hätte dich gern zu meinen lieblingsplätzen geführt,462,3606,"['hätte', 'gern', 'ich', 'dich', 'weggeräumt', 'vermisst', 'mitgebracht', 'lieblingsplätzen', 'isst', 'geführt']"
312,nachdem du gesät hast aus den gesammelten fernöstlichen weisheiten von lin ka ,463,3606,"['gesät', 'nachdem', 'weisheiten', 'ka', 'gesammelten', 'fernöstlichen', 'lin', 'hast', 'du', 'aus']"
313,man redet ja leider viel scheiss man sagt so oft ja ich weiss man steuert ständig viel bei und doch redet man um den brei man redet mehr als man muss meistens redet man stuss man spricht aus angst vor dem schweigen aus angst gefühle zu zeigen umschreibt man sie lieber mit worten und redet an allen orten man schwatzt lamentiert diskutiert ein wort das nächste gebiert doch manchmal soll man innehalten und die wortlosigkeit aushalten ,464,3606,"['redet', 'man', 'angst', 'wortlosigkeit', 'umschreibt', 'stuss', 'steuert', 'lamentiert', 'innehalten', 'schwatzt']"
314,alles hat seine zeit zeit zu reden zeit zu schweigen zeit zu lieben zeit zu leiden zeit zu laufen zeit zu stehn zeit zu schaffen zeit zu ruhn zeit das richtige zu tun zeit zu reden weiterlesen eine ente sprach ein entenmann heut morgen von der seite an oh du holdes entenweib ich liebe deinen drallen leib lass mich dich verwöhnen und danach dem nestbau fröhnen dann leg mir ein paar eier ich aber flieg nach speyer weiterlesen weiterlesen weiterlesen sieh dort läuft der osterhase zeigt dir eine lange nase hat dir wieder nichts gebracht und dich auch noch ausgelacht weiterlesen weiterlesen viele menschen die irgendwelche sachen anhaben die sie in irgendeiner werbung gesehen haben drängen sich in läden wo es irgendwelche sachen gibt die sie im fernsehen gesehen haben füllen immer mehr sachen in plastiktüten welche sie dann mit sich führen warum tun sie das wenn doch ein paar meter weiter das meer rauscht der wind weht der horizont sie verständnislos anglotzt ist denen das nicht peinlich oder merken die das gar nicht weil sie aufpassen müssen dass das softeis und die majo nicht auf ihre einkaufstüten tropft oder habe ich vielleicht einfach die falschen fragen an die welt mein zimmervermieter sagte ja schon ich sei eine schwierige frau nur weil ich gesagt habe dass ich keine lust habe innerhalb von tagen mit kindern von einem seiner schmierigen zimmer in ein anderes umzuziehen ich hau ab kofferrollen versuchen vergeblich das kreischen der möwen nachzuahmen während wir im zug auf sitzen sitzen und so gucken als hätten wir reserviert weiterlesen,466,3606,"['zeit', 'weiterlesen', 'zu', 'sachen', 'das', 'ich', 'sie', 'reden', 'die', 'irgendwelche']"
315,alle pflanzen hab ich liebdoch eine hab ich lieberdie schöne sie heisst flieder gedanken zu gedicht liebe frau kalina das ist natürlich wieder die bibel genauer ein stück aus dem johannisevangelium alle hatte jesu lieb doch den jünger johannes der an seiner brust lag den hatte er so scheint es noch lieber das hast du sehr schön anverwandelt ich habe mal auf einem fliedhof gewohnt in leipzig daher kenne ich den flieder der wirklich eine bote schönen wetters ist ps werde nun nicht jedes mal den bezug zur bibel herstellen aber die bibel findest du auch online in allen möglichen variationen sie enthält wirklich viele schöne teile die auch für nichtchristen interessant sind leider lese auch ich viel zu wenig in ihr ich habe nichts dagegen wenn du mir bibelmäßig gelegentlch auf die sprünge hilfst außerdem ist es interessant zu wissen wenn ich gedanken habe die so oder ähnlich in der bibel stehen deine frau kalina als fürchterlichen besserwisser kann ich mich mitunter selber nicht leiden da ich nicht getauft bin der hölle also schon verfallen dürften meine aussagen nicht viel wert sein wenn ich oben ankomme wird petrus der fels mich schnappen und mir mit dem schlüsselbund den hintern versohlen dass ahne ich schon jetzt auch weil ich in meinem leben nur soviel gottedienste besuchte wie man sie an zwei händen abzählen kann lieber herr schorsch besser ein reflektierter besserwisser als ein unreflektierter dummschwätzer ich bin zwar getauft aber viel mehr gottesdienste habe ich wohl auch nicht besucht ich habe es aber durchaus ernst gemeint dass ich heutzutage interesse entwickelt habe mal in der bibel zu lesen ist immerhin ein sehr altes überlliefertes spirituelles werk deine frau kalina,467,3606,"['bibel', 'ich', 'habe', 'getauft', 'besserwisser', 'interessant', 'auch', 'flieder', 'kalina', 'in']"
316,so jetzt aber der zweite anlauf zum treffen am um h auf der roten couch an alle die lust haben was vorzulesen was vorzutragen was gelesenes zu besprechen einfach zuzuhören oder sonstwas wichtiges beitragen wollen kommt bitte damit ich planen kann bitte ich um anmeldung per email bis zum ich freu mich auch euch und einen anregenden abend eure frau kalina,468,3606,"['bitte', 'was', 'zuzuhören', 'wichtiges', 'vorzutragen', 'vorzulesen', 'sonstwas', 'gelesenes', 'besprechen', 'beitragen']"
317,sind die stunden den minuten um sekunden voraus ,469,3606,"['voraus', 'sekunden', 'minuten', 'stunden', 'sind', 'um', 'den', 'die']"
318,ein männlein steht im garten und das ist gar nicht stumm es steht da mit dem spaten und labert so herum erzählt von vielen dingen die kann man nicht verstehn er spricht in fremden zungen dann muss es weiterziehn ,471,3606,"['steht', 'spaten', 'männlein', 'labert', 'verstehn', 'erzählt', 'zungen', 'weiterziehn', 'dingen', 'stumm']"
319,ich ging heut raus in die natur um mich dort umzusehen ich rannte um den see herum blieb auch manchmal stehen oben gibts gefieder unten was mit fell zwischendrinn viel jogger die rennen ganz schön schnell es hat mir sehr gefallen ein treiben bunt und schön doch gerade wenns am schönsten ist soll man nach hause gehen,473,3606,"['schön', 'zwischendrinn', 'umzusehen', 'schönsten', 'rannte', 'jogger', 'wenns', 'fell', 'um', 'gefallen']"
320,des rindes freude auf der wiese ist das gras nicht das gemüse pralinen oder schokolade sind fürs rind zu schade die kann es nicht geniessen solange halme spriessen weiterlesen des rindes freude pralinen oder schokolade ein künstlerisches tier ich habe einen kater der spielt so gern theater wenn er auf der bühne steht sein kleines katerherz aufgeht er hat sehr viel begabung jedoch fehlt ihm erfahrung er gibt den hamlet und den lear zu hause übt er viel dafür ich hör ihn ständig rezitieren mal aufrecht mal auf allen vieren ich hoff er bleibt noch lang bei mir er ist ein ganz besondres tier weiterlesen die jagd heut in der frühen morgenstund kam mich die lust zum jagen an ich schnapp mir waffe hut und hund und pirsche in den tann mein hund der hat das horn dabei und bläst das halali ich finde das albern ich blase nie rasch sind zwei eichhörnchen erlegt ich bring sie schnell nach haus die körper säuberlich zersägt so weide ich sie aus die öhrchen klebe ich auf pappe und häng sie an die wand das ist eine trophäe schlicht und elegant die schwänzchen an den hut genäht hübsch wippen sie dort früh bis spät so erkennt man ganz genau die stolze jägersfrau vom rest koch ich dann ein gericht alle essen keiner bricht weiterlesen liebe leserinnen und leser nun muss ich leider den lesesalon verschieben da ich mich zu einem kurztrip nach holland entschlossen habe es wird dann ein termin im mai sein ich gebe euch noch bescheid gerne könnt ihr aber zwischenzeitlich hier online eure büchertips weitergeben vielleicht sucht ja der eine oder andere noch nach lesestoff für die osterferien wenn keiner sich angesprochen fühlt lest einfach solange micky maus hefte eure frau kalina weiterlesen oh jahr oh monat tag und stunden so dreht ihr mit mir eure runden ich kenn euch immer wieder doch immer seid ihr neu wenn grade blüht der flieder frisst schon die kuh das heu ich dreh mich um im bette und seh die zeit vergehn was gerade noch war jugend vorbei im handumdrehn die hoffnung blüht und duftet und wird im wind verwehn weiterlesen manchmal muss ich weinen um den einen wunderbaren kuss den ich fast bekommen um den gipfel den ich fast erklommen um die sommerwärme die ich fast gefühlt um blütenblätter die ich abgezählt um die frühlingswiese auf der wir zwei fast lagen um wunderbare worte die keiner konnte sagen weiterlesen achtung ich weiss ja nicht ob ihr das wisst liebe leserinnnen und leser aber ich weiss ja eine ganze menge über euch zum beispiel von wo aus ihr meine seite besucht und zu welcher uhrzeit das kann ich alles in meiner statistik sehen dort kann ich auch sehen über welche suchwörter bei welchen suchmaschinen jemand hier auf dieser schönen unschuldigen seite landet und es gibt leute die ich hier absolut nicht sehen will an alle die über suchen wie z b kleine mädchen duschen oder ähnliches hier gelandet sind verpisst euch und geht in therapie ich habe einen mechanismus in meine seite gebaut der dazu führt das alle die über schweinereien suche hier gelandet sind identifiziert werden nach sekunden werden sie durch einen laserstrahl aus ihrem monitor angepeilt digitalisiert und für immer ins netz gezogen dort können sie dann ihr weiteres digitales leben mit dem rumsurfen auf wiederlichen schweineseiten verbringen viel spaß eure heute entrüstete frau kalina weiterlesen frau meiers letzter schritt ich schaue aus dem fenster ein körper fliegt vorbei landet dort im ginster das ist frau meier etage drei des lebens überdrüssig tat sie heut den letzten schritt über die geranien nun spielt sie nicht mehr mit weiterlesen als ob wir das nicht schon immer gewusst hätten hier nachzulesen zum weltfrauentag http www ksta de html artikel shtml mit der ordentlichen verlinkung hab ich immer noch nicht gelernt weiterlesen liebe lesebegeisterte und tinnen bald ist es wieder so weit der lesesalon findet statt die die schon mal da waren sind herzlich eingeladen wieder zu kommen die die es letztes mal nicht geschafft haben haben nun die chance termin ist der um uhr letzter freitag vor den osterferien da kann man sich schnell noch ein paar tips für die bahnhofsbuchhandlung holen ich bitte um verbindliche anmeldung per email gedichtabo netcologne de bis zum da ich nur über begrenzten platz verfüge hier noch mal kurz worum es geht jeder kann ausschnitte seiten aus büchern vorlesen die er sie gern empfehlen möchten wer eigene texte hat kann diese gerne vortragen auch ca seiten und bis dahin lest mal schön damit ihr was zu erzählen habt ich freu mich auf euch eure frau kalina weiterlesen,479,3606,"['ich', 'die', 'weiterlesen', 'und', 'um', 'hier', 'das', 'den', 'der', 'über']"
321,zeit zeit zeit zeit keine zeit laufen laufen schnaufen schnaufen eilen eilen niemals weilen hetzten hetzen augen netzen tränen ist egal egal stolpern stolpern holpern holpern ist egal egal rennen rennen niemals pennen lieber springen springen nicht singen ist egal egal stop stop stop niemals rennen lieber gehn nie mehr eilen lieber stehn atme tief und zähl bis zehn schau die bäume wiegen sich fühl der wind er streichelt dich sonne lacht in dein gesicht,480,3606,"['egal', 'eilen', 'stop', 'zeit', 'rennen', 'schnaufen', 'holpern', 'niemals', 'stolpern', 'lieber']"
