,text,dir,blog,keywords
191,das ist richtig schön geschrieben so leicht erotisch angehaucht aber so dass man sich selbst noch einiges dazu denken kann danke für ein gedicht das zum nachdenken und interpretieren anregt und so zärtlich den morgen beschreibt ,341,3218,"['so', 'angehaucht', 'beschreibt', 'anregt', 'interpretieren', 'erotisch', 'einiges', 'nachdenken', 'denken', 'richtig']"
192,neujahr wie ein frisches blatt papier liegt das neue jahr vor mir schreiben will ich mit kräftiger handschrift leben zeile um zeile in das heute ein losgelassenes gestern setzen worte aus gedanken sehnen die meine fingerkuppen streicheln mit herzblutroter tinte küsse in die unschuld neuer tage zeichnen bilder malen mit der kraft des dicken pinsels der hilferufe hört und eine fußnote mir setzen die mich aus allen zeilen in einen absatz deines lebens bringt by lylo lylo jan abgelegt in lyric life abgelegt in lyric life ein herrlich schöner start in das neue jahr deine zeilen gefallen mir sehr und drücken aus was ich fühle das jahr so jung so rein ich wünsche dir einen guten anfang bei allem womit du dein jahr füllen möchtest liebe grüße vom wortmeer deine zeilen gefallen mir sehr und drücken aus was ich fühle das jahr so jung so rein ich wünsche dir einen guten anfang bei allem womit du dein jahr füllen möchtest liebe grüße vom wortmeer der anfang war schon gut ich bin also zuversichtlich wie meistens ich freue mich wenn ich die gefühle eines r anderen mit meinen worten ebenfalls ausdrücken kann wenn sie erkannt werden erfühlt erkannt auch dir ein erfülltes jahr alles liebe von der lylo ich freue mich wenn ich die gefühle eines r anderen mit meinen worten ebenfalls ausdrücken kann wenn sie erkannt werden erfühlt erkannt auch dir ein erfülltes jahr alles liebe von der lylo uta traveller jan schreiben und malen kreativität durch s jahr hindurch und das nicht einsam sondern mit einem du wunderschöne zeilen lieben gruß uta kreativität durch s jahr hindurch und das nicht einsam sondern mit einem du wunderschöne zeilen lieben gruß uta helmut maier jan in das heute ein losgelassenes gestern setzen das fällt vielleicht am schwersten liebe grüße helmut ein losgelassenes gestern setzen das fällt vielleicht am schwersten liebe grüße helmut vorsätze fürs neue jahr schreiben will ich mit kräftiger handschrift leben zeile um zeile in das heute ein losgelassenes gestern setzen ein guter lyrischer vorsatz für das neue jahr gern gelesen tasso j martens tjm mit kräftiger handschrift leben zeile um zeile in das heute ein losgelassenes gestern setzen ein guter lyrischer vorsatz für das neue jahr gern gelesen tasso j martens tjm und doch will ich es gar nicht schreiben sondern so leben das ist vielleicht mein einziger vorsatz da noch näher dran zu bleiben vorsatz also nur lyrisch ausgedrückt danke und herzlich willkommen hier ich wünsche auch dir ein erfreuliches neues jahr lylo das ist vielleicht mein einziger vorsatz da noch näher dran zu bleiben vorsatz also nur lyrisch ausgedrückt danke und herzlich willkommen hier ich wünsche auch dir ein erfreuliches neues jahr lylo bonanzamargot jan da inspirierte dich das neue jahr zu schönen bildern markus gast jan schönes gedicht das gedicht ist sehr vielsagend muss ich wirklich zugeben ich brauchte zwei anläufe bis ich es wirklich verstanden habe ich habe dann die antworten gelesen und ich glaube ich lag so einigermaßen richtig mit dem was ich gedeutet habe was mich allerdings noch interessieren würde wie lange brauchst du denn bis du so ein gedicht verfasst hast passiert das einfach so zwischendurch oder nimmst du dir dafür die zeit und sagst dass du jetzt ein gedicht schreibst und kompliment echt tolles gedicht muss ich zugeben und kompliment echt tolles gedicht muss ich zugeben auch bei dir markus bedanke ich mich herzlich zu deiner frage ich spreche meine gedichte beim spazierengehen auf ein diktaphon ich arbeite nicht sehr daran ich höre auf die zeilen die aus mir aufsteigen und spreche sie mir mehrmals vor meistens kommt dann nach einigen schritten eine nächste zeile dazu und bis ich nach hause komme ist es quasi fertig dann schreibe ich es ab und korrigiere minimal deshalb lese ich meine gedichte auch gern weil ich weiß dass sie so am besten kommen weil sie ja so geschrieben sind hören kannst du sie auf http lyricvoice podspot de ich könnte nie ein gedicht schreiben wenn ich mir vornehme so jetzt schreibe ich eins ich brauche eine stimmung dafür und diese drückt sich dann aus alles liebe lylo zu deiner frage ich spreche meine gedichte beim spazierengehen auf ein diktaphon ich arbeite nicht sehr daran ich höre auf die zeilen die aus mir aufsteigen und spreche sie mir mehrmals vor meistens kommt dann nach einigen schritten eine nächste zeile dazu und bis ich nach hause komme ist es quasi fertig dann schreibe ich es ab und korrigiere minimal deshalb lese ich meine gedichte auch gern weil ich weiß dass sie so am besten kommen weil sie ja so geschrieben sind hören kannst du sie auf http lyricvoice podspot de ich könnte nie ein gedicht schreiben wenn ich mir vornehme so jetzt schreibe ich eins ich brauche eine stimmung dafür und diese drückt sich dann aus alles liebe lylo petros gast jan zeilen die erfassen machen wir das jahr an allem anderen vorbei doch einfach zum jahr der liebe in all ihren wunderbaren facetten wir können es müssen es nur tun gruß petros wir können es müssen es nur tun gruß petros an allem anderen vorbei ja das ist doch auch wichtig in zeiten wie diesen ist das loslassen ein wichtiger faktor geworden die informationsdichte würde uns sonst in angst und schrecken erstarren lassen ein jahr der liebe ach das wär mal was aber wie du sagst wir müssen es tun nicht von den anderen fordern alles liebe für dich petros und danke für die begleitung durch mein lyrisches altjahr ich freue mich auf ein hoffentlich neues miteinander die informationsdichte würde uns sonst in angst und schrecken erstarren lassen ein jahr der liebe ach das wär mal was aber wie du sagst wir müssen es tun nicht von den anderen fordern alles liebe für dich petros und danke für die begleitung durch mein lyrisches altjahr ich freue mich auf ein hoffentlich neues miteinander mamü gast jan wow das ist wunderschön liebe lylo es spricht mich zurzeit auch besonders an liebe grüße an dich martina p s ich weiß gar nicht ob ich dir schon ein gutes neues jahr gewünscht habe egal im zweifelsfall hält doppelt besser ich wünsche dir ein wunderbares gesundes jahr liebe grüße an dich martina p s ich weiß gar nicht ob ich dir schon ein gutes neues jahr gewünscht habe egal im zweifelsfall hält doppelt besser ich wünsche dir ein wunderbares gesundes jahr joshuatree gast jan worte anfassen ich muss meinen vorrednern teilweise zustimmen du hast wohl die ruhe in dir sagt ein für sich gerade polternder joshuatree liebe grüße jürgen sagt ein für sich gerade polternder joshuatree liebe grüße jürgen,344,3218,"['jahr', 'ich', 'ein', 'vorsatz', 'zeile', 'das', 'setzen', 'losgelassenes', 'liebe', 'so']"
193,zeit der engel ich möchte einen rauschgoldengel füttern mit kleinen bissen aus dem blattgold meiner gelebten tage möchte den staub aus meinen schuhen schütteln in eine sanduhr mit erinnerungen und eine träne küssen vom augenwinkel des clowns der ich auf meiner lebensreise bin by lylo lylo dez abgelegt in lyric life abgelegt in lyric life,347,3218,"['life', 'möchte', 'schuhen', 'lebensreise', 'gelebten', 'füttern', 'clowns', 'blattgold', 'bissen', 'augenwinkel']"
194,zeit der engel ich möchte einen rauschgoldengel füttern mit kleinen bissen aus dem blattgold meiner gelebten tage möchte den staub aus meinen schuhen schütteln in eine sanduhr mit erinnerungen und eine träne küssen vom augenwinkel des clowns der ich auf meiner lebensreise bin by lylo lylo dez abgelegt in lyric life abgelegt in lyric life bonanzamargot dez das sind sehr schöne vorstellungen die das herz zum klingen bringen in jedem menschen steckt ein engel in jedem menschen steckt ein engel uta traveller dez traumhafte wünsche und wenn man wirklich will werden sie wohl auch wahr verzauberte grüße uta und wenn man wirklich will werden sie wohl auch wahr verzauberte grüße uta helmut maier dez schön wenn gelebte tage als blattgold gesehen werden können liebe grüße helmut liebe grüße helmut der clown hat es mir auch angetan der clown der ja ach so lustig und tolpatschig nach außen wirkt doch drinnen kann es ganz anders ausschauen mir selbst den trost zu geben und die tränen wegküssen das möchte ich auch gern grüßt dich monika der clown der ja ach so lustig und tolpatschig nach außen wirkt doch drinnen kann es ganz anders ausschauen mir selbst den trost zu geben und die tränen wegküssen das möchte ich auch gern grüßt dich monika mir selbst den trost zu geben und die tränen wegküssen das möchte ich auch gern das kann man lernen liebe monika und es gehört zu den wichtigsten dingen die man lernen sollte rät dir die lylo das kann man lernen liebe monika und es gehört zu den wichtigsten dingen die man lernen sollte rät dir die lylo david gast dez weihnachts sternstaub weihnachts sternstaub wortflocken schwerelos und ich wette du fütterst deine engel nicht nur mit blattgold und ich wette du fütterst deine engel nicht nur mit blattgold reh volution dez wild funkeln die gelebten spuren es flammt der mut im kichererbsenrhythmus sing ich clown dir zu auf meiner reise tragen sterne die warmen töne tränenfluss aufwärts die gelebten spuren es flammt der mut im kichererbsenrhythmus sing ich clown dir zu auf meiner reise tragen sterne die warmen töne tränenfluss aufwärts blogger de gegenwind feb stöbern hallo lylo habe ein wenig gestöbert in deinen gedanken und mir gefällt dieses gedicht besonders die bilder sind frisch und klar und verlieren sich nicht in unverständlichen metaphern ein schönes stück lyrik beste grüße thomas terrabella de habe ein wenig gestöbert in deinen gedanken und mir gefällt dieses gedicht besonders die bilder sind frisch und klar und verlieren sich nicht in unverständlichen metaphern ein schönes stück lyrik beste grüße thomas terrabella de lieber thomas wie schön dass du unter meinen texten fündig geworden bist ich hab auch schon einen gegenbesuch gemacht und muss sagen da gefällts mir auch ich werde dich gleich verlinken alles liebe ich hab auch schon einen gegenbesuch gemacht und muss sagen da gefällts mir auch ich werde dich gleich verlinken alles liebe ,348,3218,"['clown', 'blattgold', 'und', 'engel', 'auch', 'dez', 'monika', 'lernen', 'wegküssen', 'man']"
195,dieser tage und dann sind da diese tage die ranken sich am tor entlang und glühen durch blinde scheiben in ein inneres das im moder schläft doch aus den ecken in den vergessenen räumen kriechen flechten hin zur mitte und das tageslicht erküsst sie zu austreibendem grün by lylo lylo nov abgelegt in lyric love abgelegt in lyric love,350,3218,"['tage', 'scheiben', 'räumen', 'moder', 'erküsst', 'austreibendem', 'tageslicht', 'ranken', 'flechten', 'blinde']"
196,dieser tage und dann sind da diese tage die ranken sich am tor entlang und glühen durch blinde scheiben in ein inneres das im moder schläft doch aus den ecken in den vergessenen räumen kriechen flechten hin zur mitte und das tageslicht erküsst sie zu austreibendem grün by lylo lylo nov abgelegt in lyric love abgelegt in lyric love helmut maier nov und das tageslicht erküsst sie zu austreibendem grün das finde ich nun wieder ganz hoffnungsfroh liebe grüße helmut erküsst sie zu austreibendem grün das finde ich nun wieder ganz hoffnungsfroh liebe grüße helmut mamü gast dez wow liebe lylo diese zeilen klingen wirklich sehr poetisch und ausdrucksstark was für ein bild die tage ranken sich am tor entlang obwohl ich die zeilen erst mehrmals lesen musste um sie zu verstehen so haben sie mich doch gleich in ihren bann gezogen liebe grüße martina diese zeilen klingen wirklich sehr poetisch und ausdrucksstark was für ein bild die tage ranken sich am tor entlang obwohl ich die zeilen erst mehrmals lesen musste um sie zu verstehen so haben sie mich doch gleich in ihren bann gezogen liebe grüße martina,351,3218,"['erküsst', 'austreibendem', 'ranken', 'zeilen', 'tage', 'entlang', 'tor', 'sie', 'hoffnungsfroh', 'bann']"
197,der dolchstoß in die dürre meiner sehnsucht tropftest du die feuchte deiner lippen ich öffnete mein herz und wieder stießt du deinen dolch hinein zum ungezählten male wie grausam ist doch ein mensch wie du der sich das mäntelchen der liebe umhängt es nach dem winde flattern lässt doch immer nur vor seine augen um die wunden nicht zu sehen die er schlägt sieh hier ich gebe dir den dolch zurück hab ihn mit eigner kraft wieder heraus gezogen der tag wird kommen wo du erkennst dass du ihn in dein eig nes herz gerammt auf meiner narbe werden dann schon wieder rote rosen blühen für dich by lylo lylo sep abgelegt in black lyric abgelegt in black lyric bonanzamargot sep zwar legitim aber zu moralisch selbstgerecht wie ich meine zu ungestüm beinahe teenagerhaft ich verstehe natürlich die aufwallung der gefühle vorausgesetzt du schriebst hier halbwegs authentisch beim zweiten und dritten lesen müsste es dir aber selbst klar sein dass solche gedichte so schnell an nachhaltigkeit und kraft verlieren wie sie in verzweiflung enttäuschung wut niedergeschrieben wurden wenn überhaupt überleben sie mit einer erklärenden stütze oder als teil einer folge von gedichten und texten gruß bon zu ungestüm beinahe teenagerhaft ich verstehe natürlich die aufwallung der gefühle vorausgesetzt du schriebst hier halbwegs authentisch beim zweiten und dritten lesen müsste es dir aber selbst klar sein dass solche gedichte so schnell an nachhaltigkeit und kraft verlieren wie sie in verzweiflung enttäuschung wut niedergeschrieben wurden wenn überhaupt überleben sie mit einer erklärenden stütze oder als teil einer folge von gedichten und texten gruß bon ich hoffe dass ich in allen meinen gedichten und auch sonstigen texten authentisch schreibe aber ich schreibe nicht autobiografisch und nicht für die ewigkeit und ich gebe dir im großen und ganzen recht es ist grad nicht das gelbe vom ei ein bisschen wie mit dem fußaufstampfen gg es ist auch nicht neu aber mir war danach es einzustellen eben weil es nichts neues gibt und ich aber auch gerade nicht in einer rosigen stimmung bin was aber einen traurigen familiären hintergrund hat keinen partnerschaftlichen oder dgl danke bon aber ich schreibe nicht autobiografisch und nicht für die ewigkeit und ich gebe dir im großen und ganzen recht es ist grad nicht das gelbe vom ei ein bisschen wie mit dem fußaufstampfen gg es ist auch nicht neu aber mir war danach es einzustellen eben weil es nichts neues gibt und ich aber auch gerade nicht in einer rosigen stimmung bin was aber einen traurigen familiären hintergrund hat keinen partnerschaftlichen oder dgl danke bon bonanzamargot sep lylo das kenne ich freilich auch dass mich die schreibfeder juckt obwohl ich eigentlich nicht in der stimmung bin bzw mit meinen gedanken ganz woanders man mag auch jene kinnings die weniger gelungen sind ich hoffe deine familiären probleme lösen sich bald und dir gehts besser aufmunternder gruß bon ich hoffe deine familiären probleme lösen sich bald und dir gehts besser aufmunternder gruß bon syntaxia gast sep mir gefallen die zeilen sie drücken aus was in einer frau vorgeht die getäuscht wurde die erkannt hat und einen inneren dialog mit sich führt da finde ich mich durchaus wieder auch wenn ich längst dem teenageralter entwachsen bin verletzungen provozieren trotz oder gegenwehr grüßt monika grüßt monika syntaxia gast sep nachtrag es kann sich durchaus um den inneren dialog eines mannes handeln ergänzt monika ergänzt monika liebe lylo ich finde es nicht teenagerhaft sondern menschlich wenn man verletzt wird ist man auch wütend egal wie alt man ist denke ich aber man darf hier durchaus unterschiedlicher meinung sein es gibt sicher bessere gedichte von dir aber ich finde es kraftvoll und die stelle wo du den dolch aus eigener kraft herausziehst und ihn zurückgibst ich finde das ist ein tolles bild sich nicht ergeben als opfer sondern wieder aufstehen ebenso die roten rosen die auf deiner narbe blühen werden ein schönes bild also mir gefällts liebe grüße martina ich finde es nicht teenagerhaft sondern menschlich wenn man verletzt wird ist man auch wütend egal wie alt man ist denke ich aber man darf hier durchaus unterschiedlicher meinung sein es gibt sicher bessere gedichte von dir aber ich finde es kraftvoll und die stelle wo du den dolch aus eigener kraft herausziehst und ihn zurückgibst ich finde das ist ein tolles bild sich nicht ergeben als opfer sondern wieder aufstehen ebenso die roten rosen die auf deiner narbe blühen werden ein schönes bild also mir gefällts liebe grüße martina bonanzamargot sep kraftvoll wäre es heutezutage dass man den menschen welcher die liebe so grausam verschmäht wenigstens zerstückelte oder noch besser mitsamt einem kernreaktor in die luft fliegen ließe mamue gast okt ansichtssache das würde ich nicht kraftvoll nennen sondern selbstzerstörerisch bonanzamargot okt auf der anderen seite kriege werden heute doch auch nicht mehr mit dolchen speeren und schwertern ausgefochten ich wollte nur mit der zeit gehen seufz ich wollte nur mit der zeit gehen seufz stille besucherin gast dez seelenzustand immer jedesmal wenn ich deine seite besuche lese ich durch deine worte in deinen worten meinen momentanen seelenzustand ich bin dankbar und überwältigt was für ein feinfühliger mensch du bist danke für dich alles liebe deine stille besucherin ich bin dankbar und überwältigt was für ein feinfühliger mensch du bist danke für dich alles liebe deine stille besucherin ,358,3218,"['ich', 'aber', 'nicht', 'es', 'man', 'und', 'finde', 'teenagerhaft', 'familiären', 'bon']"
198,wundgelebt ja ich sauge dich aus sauge meine worte aus deinem blut sauge mein blut aus deinen worten ich giere nach dem absinth deiner gedanken lecke letzte tropfen auf allen vieren kriechend aus den ecken der erinnerung taumle durch die gänge der schweigsamkeit auf der suche nach deinem samen in der bitteren neige und mein leben lebt nur in alten wunden by lylo lylo mai abgelegt in black lyric abgelegt in black lyric,362,3218,"['sauge', 'black', 'blut', 'aus', 'wundgelebt', 'vieren', 'taumle', 'schweigsamkeit', 'neige', 'lecke']"
199,wundgelebt ja ich sauge dich aus sauge meine worte aus deinem blut sauge mein blut aus deinen worten ich giere nach dem absinth deiner gedanken lecke letzte tropfen auf allen vieren kriechend aus den ecken der erinnerung taumle durch die gänge der schweigsamkeit auf der suche nach deinem samen in der bitteren neige und mein leben lebt nur in alten wunden by lylo lylo mai abgelegt in black lyric abgelegt in black lyric uta traveller mai da bekomme ich eine gänsehaut david gast mai sprach ein trauriger stern viel glück bei deinen herzensdingen lieber david danke meinen herzensdingen geht es gut die herzensdinge meines lyrischen ichs sind nur manchmal ein bisschen durcheinander grüße von einem glücklichen stern lylo die herzensdinge meines lyrischen ichs sind nur manchmal ein bisschen durcheinander grüße von einem glücklichen stern lylo frauunvernunft jun wie recht du doch hast liebe ly lieben gruß von frauu und danke für deinen besuch lieben gruß von frauu und danke für deinen besuch oh das gefällt mir gar nicht wenn du findest dass ich recht habe bedeutet es doch dass auch dein leben in alten wunden lebt narben bilden und raussteigen liebe ich wünsche dir dass es bald gelingt alles liebe narben bilden und raussteigen liebe ich wünsche dir dass es bald gelingt alles liebe frauunvernunft jun es bilden sich narben aber sie heilen nicht sie wollen s auch nicht denn die liebe in den wunden ist zu groß um zu verschwinden aber ich muß es wohl versuchen umärmel dich aber ich muß es wohl versuchen umärmel dich ,363,3218,"['bilden', 'sauge', 'narben', 'stern', 'wunden', 'umärmel', 'raussteigen', 'herzensdingen', 'herzensdinge', 'durcheinander']"
200,novembermorgen kahl ist der morgen die schwarzen äste der lieblosigkeit greifen durch den nebel des erwachens nach mir ein einsames gelbes blatt hängt an meinem lebensbaum und zittert im winde meines angstatems und doch ist grau die bunteste aller farben by lylo lylo nov abgelegt in black lyric abgelegt in black lyric,365,3218,"['black', 'lebensbaum', 'kahl', 'einsames', 'angstatems', 'bunteste', 'gelbes', 'lieblosigkeit', 'äste', 'novembermorgen']"
201,novembermorgen kahl ist der morgen die schwarzen äste der lieblosigkeit greifen durch den nebel des erwachens nach mir ein einsames gelbes blatt hängt an meinem lebensbaum und zittert im winde meines angstatems und doch ist grau die bunteste aller farben by lylo lylo nov abgelegt in black lyric abgelegt in black lyric petros gast nov und doch ist grau die bunteste aller farben darüber muss ich mal nachdenken lg petros darüber muss ich mal nachdenken lg petros ach petros mach dir keine falschen gedanken ich hab da etwas verwendet was aus dem druckereibereich stammt grau wird eigentlich nie aus schwarz und weiß gedruckt sondern aus den grundfarben blau rot und gelb gemixt und höchstens mit schwarz abgedunkelt entschuldige bitte wenn ich dich damit in verwirrung brachte aber mir gefiel die vorstellung halt sehr gut dass in grau alle farben vereint sind lieben gruß ich hab da etwas verwendet was aus dem druckereibereich stammt grau wird eigentlich nie aus schwarz und weiß gedruckt sondern aus den grundfarben blau rot und gelb gemixt und höchstens mit schwarz abgedunkelt entschuldige bitte wenn ich dich damit in verwirrung brachte aber mir gefiel die vorstellung halt sehr gut dass in grau alle farben vereint sind lieben gruß bonanzamargot nov für mich ein sehr nahes stimmungsbild nicht nur des novembers im winde meines angstatems berauschend schön mir geht dein gedicht unter die haut bon bon helmut maier nov grau ist der zustand des lebendigen baumes in dem er sich ausruht bevor er neue triebe und blätter treibt hoffnungsvolle grüße helmut hoffnungsvolle grüße helmut bonanzamargot nov grau ist doof weil wir es heute mit beton in verbindung bringen grau ist für mich die farbe des lehms grau liegt für mich im bereich zwischen himmel blau und erde braun die grauen haare eines alternden menschen zeugen von diesem übergang der himmel fällt auf die erde und die erde geht über in den himmel grau ist der regen im grau spiegeln sich die farben bon grau ist für mich die farbe des lehms grau liegt für mich im bereich zwischen himmel blau und erde braun die grauen haare eines alternden menschen zeugen von diesem übergang der himmel fällt auf die erde und die erde geht über in den himmel grau ist der regen im grau spiegeln sich die farben bon ja helmut das ist auch eine gute definition etwas mit grau zu verbinden das gefällt mir sehr gut entspricht einfach meiner denkungsart im grau ruht es sich wunderbar aus das hab ich ja schon im vorigen gedicht anklingen lassen schönen abend im grau ruht es sich wunderbar aus das hab ich ja schon im vorigen gedicht anklingen lassen schönen abend bon deine ausführungen finde ich ebenfalls ganz toll der beton hat dem image des grau wohl wirklich sehr geschadet der himmel fällt auf die erde und die erde geht über in den himmel und dein gedankengang dazu inspiriert mich sicher für ein neues gedicht darf ich diese zeilen dann dafür verwenden schönen abend auch dir der beton hat dem image des grau wohl wirklich sehr geschadet der himmel fällt auf die erde und die erde geht über in den himmel und dein gedankengang dazu inspiriert mich sicher für ein neues gedicht darf ich diese zeilen dann dafür verwenden schönen abend auch dir bonanzamargot nov alles was ich schreibe darf verwendet werden mein geistiges eigentum kenne ich ja und geld werde ich damit sowieso nie verdienen also nett ist es wenn man bei größeren anleihen auf die quelle hinweist viel freude und inspiration beim dichten bon mein geistiges eigentum kenne ich ja und geld werde ich damit sowieso nie verdienen also nett ist es wenn man bei größeren anleihen auf die quelle hinweist viel freude und inspiration beim dichten bon ursa gast nov grau hallo lylo grau ist bunt und bunt ist ein grau mit vielen kleinen lieben gedanken im kopf lg ursa alois bernbach gast nov grau schwarz hier kein nebel nurschwarze äste sie greifen nicht sie wippen ab und zu für einen schwarzseher und schwarzgeher ist grau auch die bunteste aller farben sie greifen nicht sie wippen ab und zu für einen schwarzseher und schwarzgeher ist grau auch die bunteste aller farben caliente_in_berlin nov hm oh wo ist jetzt mein voriger komm hin geraten ich hab doch da was hingeschrieben und du hast drauf geantwortet und jetzt isses weg hier spukts heute schon wieder mal gewaltig auf jeden fall wollte ich sagen ganz viel grüner bereich im novembergrau das wünsche ich dir auch süße ich hab doch da was hingeschrieben und du hast drauf geantwortet und jetzt isses weg hier spukts heute schon wieder mal gewaltig auf jeden fall wollte ich sagen ganz viel grüner bereich im novembergrau das wünsche ich dir auch süße caliente_in_berlin nov ganz ruhig liebste virtuelle cousine nachdem dein kommentar weg war habe ich meinen gelöscht der fühlte sich nämlich etwas verlassen im novembergrau danke für deine wünsche aber ich mag es gerade melancholisch gute nacht bussi danke für deine wünsche aber ich mag es gerade melancholisch gute nacht bussi ,366,3218,"['grau', 'erde', 'nov', 'und', 'farben', 'ich', 'himmel', 'ist', 'bon', 'die']"
202,geköpft auf einmal wirfst du worte in mein haar die seinen glanz zum verstummen bringen ein blinder mond zieht über meinen scheitel ohrfeigen regnen aus hohnumlachten augen klatschen über gestaunte lippen und fressen löcher in die dunkelheit meines atems mein kopf rollt unter meine achsel by lylo lylo mai abgelegt in black lyric abgelegt in black lyric caliente_in_berlin mai lylo da komme ich wie immer in erwartung süßer worte hier her unddann sowas leb die wut und den ärger aus lass dich mal so richtig gehen die versöhnung ist dann doppelt schön leb die wut und den ärger aus lass dich mal so richtig gehen die versöhnung ist dann doppelt schön reh volution mai je höher wir die leiter unseres vertrauens erklimmen desto angreifbarer werden wir die kunst ist trotzdem weiter zu klettern ich stehe am boden und wünsche mir mal wieder diese schwindelerregenden höhen herbei leider fehlt mir noch der mut ich stehe am boden und wünsche mir mal wieder diese schwindelerregenden höhen herbei leider fehlt mir noch der mut lieber doktor das ist wirklich schade man nimmt sich auch sehr viel wenn man solche situationen von vorneherein schon vermeiden will ich gestehe mir ist es lieber so wer sich nicht hinunter traut weiß auch nie wann er oben ist wünsche ganz viel liebes dir ich gestehe mir ist es lieber so wer sich nicht hinunter traut weiß auch nie wann er oben ist wünsche ganz viel liebes dir ,370,3218,"['ist', 'versöhnung', 'schwindelerregenden', 'leb', 'wünsche', 'mal', 'wann', 'traut', 'herbei', 'hinunter']"
203,geköpft auf einmal wirfst du worte in mein haar die seinen glanz zum verstummen bringen ein blinder mond zieht über meinen scheitel ohrfeigen regnen aus hohnumlachten augen klatschen über gestaunte lippen und fressen löcher in die dunkelheit meines atems mein kopf rollt unter meine achsel by lylo lylo mai abgelegt in black lyric abgelegt in black lyric,371,3218,"['black', 'geköpft', 'verstummen', 'ohrfeigen', 'klatschen', 'hohnumlachten', 'gestaunte', 'blinder', 'achsel', 'wirfst']"
204,in diesen nächten in diesen nächten wo das beben unter meiner haut zum brennen wird und sich mein fleisch in grauen fasern von der liebe abschält wo ich im nebel torkelnd meine gedanken suche während meine worte sich im bordell der eitelkeit entblößen wo die geschwüre meiner angst vor verstummung die verantwortung an sich reißen und gelbes blut durch meine adern treiben in diesen nächten hilft mir keine poesie in diesen nächten lege ich deine hand an mich um nur den kleinen tod mit dir zu sterben by lylo lylo jan abgelegt in black lyric abgelegt in black lyric,372,3218,"['nächten', 'diesen', 'wo', 'black', 'verstummung', 'torkelnd', 'geschwüre', 'fasern', 'entblößen', 'bordell']"
205,in diesen nächten in diesen nächten wo das beben unter meiner haut zum brennen wird und sich mein fleisch in grauen fasern von der liebe abschält wo ich im nebel torkelnd meine gedanken suche während meine worte sich im bordell der eitelkeit entblößen wo die geschwüre meiner angst vor verstummung die verantwortung an sich reißen und gelbes blut durch meine adern treiben in diesen nächten hilft mir keine poesie in diesen nächten lege ich deine hand an mich um nur den kleinen tod mit dir zu sterben by lylo lylo jan abgelegt in black lyric abgelegt in black lyric puppies ich meine es wird viel zu unklar über onanie geredet o o oh na was werden da puppies geboren ich dachte davon wird man blind werden da puppies geboren ich dachte davon wird man blind ah a a iwo beides nicht davon wird man immer schöner und entspannter wertvoller und klüger und man möchte den ganzen tag nur noch gedichte singen glück hat der der dabei sein darf davon wird man immer schöner und entspannter wertvoller und klüger und man möchte den ganzen tag nur noch gedichte singen glück hat der der dabei sein darf ,373,3218,"['puppies', 'man', 'wird', 'davon', 'nächten', 'diesen', 'wertvoller', 'klüger', 'entspannter', 'blind']"
206,mutter erde ich esse erde schwarze erde mutter erde schreie mit den wölfen vor meiner tür nach sonnenstrahlen die nach blut schmecken ich kann nicht atmen mir fehlt dein atem erde mutter erde verrätst du mich oder opferst du meinen gesang deinen uhren damit sie mir meine lektionen vorticken ich renne ich poche mit meinem herz an deinen sauerstoff doch mir fehlt dein atem erde mutter erde by lylo mit dank an allyklein lylo okt abgelegt in black lyric abgelegt in black lyric,375,3218,"['erde', 'mutter', 'fehlt', 'black', 'atem', 'wölfen', 'vorticken', 'verrätst', 'uhren', 'sauerstoff']"
207,mutter erde ich esse erde schwarze erde mutter erde schreie mit den wölfen vor meiner tür nach sonnenstrahlen die nach blut schmecken ich kann nicht atmen mir fehlt dein atem erde mutter erde verrätst du mich oder opferst du meinen gesang deinen uhren damit sie mir meine lektionen vorticken ich renne ich poche mit meinem herz an deinen sauerstoff doch mir fehlt dein atem erde mutter erde by lylo mit dank an allyklein lylo okt abgelegt in black lyric abgelegt in black lyric das ist sehr schön geworden sowas ist immer die doppelte therapie danke sehr gute nacht süße gute nacht süße david gast feb mutter erde dieses gedicht hat etwas sehr indianisches was ich sehr bewegend finde hier ist nun meine version mood different mach s gut bis bald david mutter erde ich schmecke erde schwarze erde mutter erde in deinem bauch ich wohne auf deiner haut ich gehe ich fühle erde schwarze erde mutter erde in deiner hand ich wachse in deinem traum ich gedeih ich lebe erde schwarze erde mutter erde tausend wolken hoch tausend ströme tief ich liebe erde deine erde mutter erde liebe gold deiner tage liebe schwarz deiner nacht hier ist nun meine version mood different mach s gut bis bald david mutter erde ich schmecke erde schwarze erde mutter erde in deinem bauch ich wohne auf deiner haut ich gehe ich fühle erde schwarze erde mutter erde in deiner hand ich wachse in deinem traum ich gedeih ich lebe erde schwarze erde mutter erde tausend wolken hoch tausend ströme tief ich liebe erde deine erde mutter erde liebe gold deiner tage liebe schwarz deiner nacht,376,3218,"['erde', 'mutter', 'schwarze', 'ich', 'tausend', 'deiner', 'david', 'wohne', 'wachse', 'version']"
